,rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,consent_response,consent_timestamp,task,response_text,response_type,condition,version,column_name,statement,choice_order,participant_id
8,15548,,"{""explain"":""Answer questions ""}",survey-text,8,113016,0.0-8.0,,,screening,,,,,,,,8zhsyo7tgd
9,3731,,"{""comments"":""None""}",survey-text,9,116749,0.0-9.0,,,comments,,,,,,,,8zhsyo7tgd
10,7072,,"{""age"":""39"",""gender"":"""",""native_language"":"""",""education"":""""}",survey-text,10,123832,0.0-10.0,,,demographics,,,,,,,,8zhsyo7tgd
0,7170,"<div class=""consent-text""> <h2>Consent Agreement</h2> <p> Please read this consent agreement carefully before deciding whether to participate in this experiment. </p> <p> <strong>Description:</strong> You are invited to participate in a research study about language and language learning. The purpose of the research is to understand how people learn new words. This research will be conducted through the Prolific platform, including participants from the US, UK, and Canada. If you decide to participate in this research, you will learn and use new words. </p> <p> <strong>Time Involvement:</strong> The task will last the amount of time advertised on Prolific. You are free to withdraw from the study at any time. </p> <p> <strong>Risks and Benefits:</strong> Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confiden-tiality breach. This study advances our scientific understanding of how people learn new languages. We cannot and do not guarantee or promise that you will receive any benefits from this study. </p> <p> <strong>Compensation:</strong> You will receive payment in the amount advertised on Prolific. If you do not complete this study, you will receive prorated payment based on the time that you have spent. Additionally, you may be eligible for bonus payments as described in the instructions. </p> <p> <strong>Participant's Rights:</strong> If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and writ-ten data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. </p> <p> <strong>Contact Information:</strong> If you have any questions, concerns or complaints about this research, its procedures, risks and benefits, contact the Protocol Director, Robert Hawkins (<a href=""mailto:rdhawkins@stanford.edu"">rdhawkins@stanford.edu</a>, 217-549-6923). </p> <p> <strong>Independant Contact:</strong> If you are not satisfied with how this study is being conducted, or if you have any concerns, com-plaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at 650-723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306. Please save or print a copy of this page for your records. </p> <p> <strong>If you agree to participate in this research, please click ""I agree""</strong> </p></br> </div>",0,html-button-response,0,7173,0.0-0.0,agree,2026-05-29T00:45:05.981Z,,,,,,,,,qfele8fzsr
1,2005,"
                <h2>Welcome!</h2>
                <p>You will be asked a few simple questions about the possible relationship
                between different things. The questions are unrelated to one another.</p>
                <p>For each question, you will read a statement and choose the most likely
                interpretation from the options presented.</p>
                <p>Please respond thoughtfully.</p>
            ",0,html-button-response,1,9178,0.0-1.0,,,,,,,,,,,qfele8fzsr
2,5724,"
        <p>Before we begin, here is a practice question to familiarize you with the format.</p>
        <p>Suppose you read the following piece of information:</p>
        <p class=""trial-statement"">&ldquo;While Maria was typing her report, the phone rang.&rdquo;</p>
        <p class=""trial-question"">Which of the following is most likely?</p>
    ",0,html-button-response,2,14902,0.0-2.0,,,practice,Maria began her report first,correct,,,,,,qfele8fzsr
3,17806,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Themaglin is associated with a higher risk of Rebosen&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",0,html-button-response,3,32708,0.0-3.0,,,causal_judgment,"A third factor is causally related to Themaglin and Rebosen, they are not directly related",neither,risk_increase,A,risk_increase_A,Themaglin is associated with a higher risk of Rebosen,"neither,xy,yx",qfele8fzsr
4,4873,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Efogen is associated with higher probability of Pneuben&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",0,html-button-response,4,37582,0.0-4.0,,,causal_judgment,"A third factor is causally related to Efogen and Pneuben, they are not directly related",neither,prob_increase,B,prob_increase_B,Efogen is associated with higher probability of Pneuben,"neither,xy,yx",qfele8fzsr
5,8350,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Laurem is associated with lower probability of Turilin&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",0,html-button-response,5,45932,0.0-5.0,,,causal_judgment,"A third factor is causally related to Laurem and Turilin, they are not directly related",neither,prob_lower,B,prob_lower_B,Laurem is associated with lower probability of Turilin,"neither,xy,yx",qfele8fzsr
6,15398,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Denoden is associated with Flembers&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",2,html-button-response,6,61330,0.0-6.0,,,causal_judgment,Flembers causes Denoden,yx,assoc,A,assoc_A,Denoden is associated with Flembers,"neither,xy,yx",qfele8fzsr
7,19617,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Ceflar is associated with a lower risk of Agoriv&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",1,html-button-response,7,80948,0.0-7.0,,,causal_judgment,Ceflar causes a decrease in Agoriv,xy,risk_lower,B,risk_lower_B,Ceflar is associated with a lower risk of Agoriv,"neither,xy,yx",qfele8fzsr
8,52055,,"{""explain"":""I was asked to interpret the meanings of connections.""}",survey-text,8,133007,0.0-8.0,,,screening,,,,,,,,qfele8fzsr
9,1110,,"{""comments"":""""}",survey-text,9,134118,0.0-9.0,,,comments,,,,,,,,qfele8fzsr
10,15407,,"{""age"":""27"",""gender"":""male"",""native_language"":""english"",""education"":""associate's degree""}",survey-text,10,149526,0.0-10.0,,,demographics,,,,,,,,qfele8fzsr
0,66138,"<div class=""consent-text""> <h2>Consent Agreement</h2> <p> Please read this consent agreement carefully before deciding whether to participate in this experiment. </p> <p> <strong>Description:</strong> You are invited to participate in a research study about language and language learning. The purpose of the research is to understand how people learn new words. This research will be conducted through the Prolific platform, including participants from the US, UK, and Canada. If you decide to participate in this research, you will learn and use new words. </p> <p> <strong>Time Involvement:</strong> The task will last the amount of time advertised on Prolific. You are free to withdraw from the study at any time. </p> <p> <strong>Risks and Benefits:</strong> Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confiden-tiality breach. This study advances our scientific understanding of how people learn new languages. We cannot and do not guarantee or promise that you will receive any benefits from this study. </p> <p> <strong>Compensation:</strong> You will receive payment in the amount advertised on Prolific. If you do not complete this study, you will receive prorated payment based on the time that you have spent. Additionally, you may be eligible for bonus payments as described in the instructions. </p> <p> <strong>Participant's Rights:</strong> If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and writ-ten data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. </p> <p> <strong>Contact Information:</strong> If you have any questions, concerns or complaints about this research, its procedures, risks and benefits, contact the Protocol Director, Robert Hawkins (<a href=""mailto:rdhawkins@stanford.edu"">rdhawkins@stanford.edu</a>, 217-549-6923). </p> <p> <strong>Independant Contact:</strong> If you are not satisfied with how this study is being conducted, or if you have any concerns, com-plaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at 650-723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306. Please save or print a copy of this page for your records. </p> <p> <strong>If you agree to participate in this research, please click ""I agree""</strong> </p></br> </div>",0,html-button-response,0,66140,0.0-0.0,agree,2026-05-29T00:48:01.469Z,,,,,,,,,c201s63kgg
1,4016,"
                <h2>Welcome!</h2>
                <p>You will be asked a few simple questions about the possible relationship
                between different things. The questions are unrelated to one another.</p>
                <p>For each question, you will read a statement and choose the most likely
                interpretation from the options presented.</p>
                <p>Please respond thoughtfully.</p>
            ",0,html-button-response,1,70158,0.0-1.0,,,,,,,,,,,c201s63kgg
2,16479,"
        <p>Before we begin, here is a practice question to familiarize you with the format.</p>
        <p>Suppose you read the following piece of information:</p>
        <p class=""trial-statement"">&ldquo;While Maria was typing her report, the phone rang.&rdquo;</p>
        <p class=""trial-question"">Which of the following is most likely?</p>
    ",0,html-button-response,2,86638,0.0-2.0,,,practice,Maria began her report first,correct,,,,,,c201s63kgg
3,14127,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Agoriv is associated with a lower risk of Ceflar&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",1,html-button-response,3,100766,0.0-3.0,,,causal_judgment,Agoriv causes a decrease in Ceflar,xy,risk_lower,A,risk_lower_A,Agoriv is associated with a lower risk of Ceflar,"yx,xy,neither",c201s63kgg
4,11113,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Flembers is associated with Denoden&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",2,html-button-response,4,111880,0.0-4.0,,,causal_judgment,"A third factor is causally related to Flembers and Denoden, they are not directly related",neither,assoc,B,assoc_B,Flembers is associated with Denoden,"yx,xy,neither",c201s63kgg
5,11589,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Laurem is associated with lower probability of Turilin&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",2,html-button-response,5,123470,0.0-5.0,,,causal_judgment,"A third factor is causally related to Laurem and Turilin, they are not directly related",neither,prob_lower,B,prob_lower_B,Laurem is associated with lower probability of Turilin,"yx,xy,neither",c201s63kgg
6,13727,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Pneuben is associated with higher probability of Efogen&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",2,html-button-response,6,137198,0.0-6.0,,,causal_judgment,"A third factor is causally related to Pneuben and Efogen, they are not directly related",neither,prob_increase,A,prob_increase_A,Pneuben is associated with higher probability of Efogen,"yx,xy,neither",c201s63kgg
7,18256,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Rebosen is associated with a higher risk of Themaglin&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",2,html-button-response,7,155454,0.0-7.0,,,causal_judgment,"A third factor is causally related to Rebosen and Themaglin, they are not directly related",neither,risk_increase,B,risk_increase_B,Rebosen is associated with a higher risk of Themaglin,"yx,xy,neither",c201s63kgg
8,20365,,"{""explain"":""I was asked to Compare sentences ""}",survey-text,8,175825,0.0-8.0,,,screening,,,,,,,,c201s63kgg
9,3089,,"{""comments"":""""}",survey-text,9,178915,0.0-9.0,,,comments,,,,,,,,c201s63kgg
10,15461,,"{""age"":""53"",""gender"":""Female"",""native_language"":""English"",""education"":""Bachelor Degree""}",survey-text,10,194378,0.0-10.0,,,demographics,,,,,,,,c201s63kgg
0,3840,"<div class=""consent-text""> <h2>Consent Agreement</h2> <p> Please read this consent agreement carefully before deciding whether to participate in this experiment. </p> <p> <strong>Description:</strong> You are invited to participate in a research study about language and language learning. The purpose of the research is to understand how people learn new words. This research will be conducted through the Prolific platform, including participants from the US, UK, and Canada. If you decide to participate in this research, you will learn and use new words. </p> <p> <strong>Time Involvement:</strong> The task will last the amount of time advertised on Prolific. You are free to withdraw from the study at any time. </p> <p> <strong>Risks and Benefits:</strong> Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confiden-tiality breach. This study advances our scientific understanding of how people learn new languages. We cannot and do not guarantee or promise that you will receive any benefits from this study. </p> <p> <strong>Compensation:</strong> You will receive payment in the amount advertised on Prolific. If you do not complete this study, you will receive prorated payment based on the time that you have spent. Additionally, you may be eligible for bonus payments as described in the instructions. </p> <p> <strong>Participant's Rights:</strong> If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and writ-ten data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. </p> <p> <strong>Contact Information:</strong> If you have any questions, concerns or complaints about this research, its procedures, risks and benefits, contact the Protocol Director, Robert Hawkins (<a href=""mailto:rdhawkins@stanford.edu"">rdhawkins@stanford.edu</a>, 217-549-6923). </p> <p> <strong>Independant Contact:</strong> If you are not satisfied with how this study is being conducted, or if you have any concerns, com-plaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at 650-723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306. Please save or print a copy of this page for your records. </p> <p> <strong>If you agree to participate in this research, please click ""I agree""</strong> </p></br> </div>",0,html-button-response,0,3843,0.0-0.0,agree,2026-05-29T00:45:30.722Z,,,,,,,,,amyqjz9d8o
1,5827,"
                <h2>Welcome!</h2>
                <p>You will be asked a few simple questions about the possible relationship
                between different things. The questions are unrelated to one another.</p>
                <p>For each question, you will read a statement and choose the most likely
                interpretation from the options presented.</p>
                <p>Please respond thoughtfully.</p>
            ",0,html-button-response,1,9671,0.0-1.0,,,,,,,,,,,amyqjz9d8o
2,10794,"
        <p>Before we begin, here is a practice question to familiarize you with the format.</p>
        <p>Suppose you read the following piece of information:</p>
        <p class=""trial-statement"">&ldquo;While Maria was typing her report, the phone rang.&rdquo;</p>
        <p class=""trial-question"">Which of the following is most likely?</p>
    ",1,html-button-response,2,20466,0.0-2.0,,,practice,Maria began her report first,correct,,,,,,amyqjz9d8o
3,46173,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Pneuben is associated with higher probability of Efogen&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",2,html-button-response,3,66640,0.0-3.0,,,causal_judgment,"A third factor is causally related to Pneuben and Efogen, they are not directly related",neither,prob_increase,A,prob_increase_A,Pneuben is associated with higher probability of Efogen,"xy,yx,neither",amyqjz9d8o
4,11509,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Ceflar is associated with a lower risk of Agoriv&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",2,html-button-response,4,78150,0.0-4.0,,,causal_judgment,"A third factor is causally related to Ceflar and Agoriv, they are not directly related",neither,risk_lower,B,risk_lower_B,Ceflar is associated with a lower risk of Agoriv,"xy,yx,neither",amyqjz9d8o
5,27815,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Rebosen is associated with a higher risk of Themaglin&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",2,html-button-response,5,105966,0.0-5.0,,,causal_judgment,"A third factor is causally related to Rebosen and Themaglin, they are not directly related",neither,risk_increase,B,risk_increase_B,Rebosen is associated with a higher risk of Themaglin,"xy,yx,neither",amyqjz9d8o
6,6667,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Denoden is associated with Flembers&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",2,html-button-response,6,112634,0.0-6.0,,,causal_judgment,"A third factor is causally related to Denoden and Flembers, they are not directly related",neither,assoc,A,assoc_A,Denoden is associated with Flembers,"xy,yx,neither",amyqjz9d8o
7,4715,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Laurem is associated with lower probability of Turilin&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",2,html-button-response,7,117350,0.0-7.0,,,causal_judgment,"A third factor is causally related to Laurem and Turilin, they are not directly related",neither,prob_lower,B,prob_lower_B,Laurem is associated with lower probability of Turilin,"xy,yx,neither",amyqjz9d8o
8,123771,,"{""explain"":""Evaluating what the statement meant""}",survey-text,8,241126,0.0-8.0,,,screening,,,,,,,,amyqjz9d8o
9,58685,,"{""comments"":""It was definitely unique from any other study I have encountered.  Thank you for allowing me the opportunity to participate in it.""}",survey-text,9,299814,0.0-9.0,,,comments,,,,,,,,amyqjz9d8o
10,36139,,"{""age"":""65"",""gender"":""female"",""native_language"":""english"",""education"":""High School Completion""}",survey-text,10,335955,0.0-10.0,,,demographics,,,,,,,,amyqjz9d8o
0,2460,"<div class=""consent-text""> <h2>Consent Agreement</h2> <p> Please read this consent agreement carefully before deciding whether to participate in this experiment. </p> <p> <strong>Description:</strong> You are invited to participate in a research study about language and language learning. The purpose of the research is to understand how people learn new words. This research will be conducted through the Prolific platform, including participants from the US, UK, and Canada. If you decide to participate in this research, you will learn and use new words. </p> <p> <strong>Time Involvement:</strong> The task will last the amount of time advertised on Prolific. You are free to withdraw from the study at any time. </p> <p> <strong>Risks and Benefits:</strong> Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confiden-tiality breach. This study advances our scientific understanding of how people learn new languages. We cannot and do not guarantee or promise that you will receive any benefits from this study. </p> <p> <strong>Compensation:</strong> You will receive payment in the amount advertised on Prolific. If you do not complete this study, you will receive prorated payment based on the time that you have spent. Additionally, you may be eligible for bonus payments as described in the instructions. </p> <p> <strong>Participant's Rights:</strong> If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and writ-ten data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. </p> <p> <strong>Contact Information:</strong> If you have any questions, concerns or complaints about this research, its procedures, risks and benefits, contact the Protocol Director, Robert Hawkins (<a href=""mailto:rdhawkins@stanford.edu"">rdhawkins@stanford.edu</a>, 217-549-6923). </p> <p> <strong>Independant Contact:</strong> If you are not satisfied with how this study is being conducted, or if you have any concerns, com-plaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at 650-723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306. Please save or print a copy of this page for your records. </p> <p> <strong>If you agree to participate in this research, please click ""I agree""</strong> </p></br> </div>",0,html-button-response,0,2462,0.0-0.0,agree,2026-05-29T00:55:34.687Z,,,,,,,,,joqfsas0uo
1,3897,"
                <h2>Welcome!</h2>
                <p>You will be asked a few simple questions about the possible relationship
                between different things. The questions are unrelated to one another.</p>
                <p>For each question, you will read a statement and choose the most likely
                interpretation from the options presented.</p>
                <p>Please respond thoughtfully.</p>
            ",0,html-button-response,1,6361,0.0-1.0,,,,,,,,,,,joqfsas0uo
2,10541,"
        <p>Before we begin, here is a practice question to familiarize you with the format.</p>
        <p>Suppose you read the following piece of information:</p>
        <p class=""trial-statement"">&ldquo;While Maria was typing her report, the phone rang.&rdquo;</p>
        <p class=""trial-question"">Which of the following is most likely?</p>
    ",1,html-button-response,2,16906,0.0-2.0,,,practice,Maria began her report first,correct,,,,,,joqfsas0uo
3,19296,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Denoden is associated with Flembers&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",0,html-button-response,3,36206,0.0-3.0,,,causal_judgment,Flembers causes Denoden,yx,assoc,A,assoc_A,Denoden is associated with Flembers,"yx,neither,xy",joqfsas0uo
4,14119,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Agoriv is associated with a lower risk of Ceflar&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",2,html-button-response,4,50326,0.0-4.0,,,causal_judgment,Agoriv causes a decrease in Ceflar,xy,risk_lower,A,risk_lower_A,Agoriv is associated with a lower risk of Ceflar,"yx,neither,xy",joqfsas0uo
5,10630,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Turilin is associated with lower probability of Laurem&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",2,html-button-response,5,60958,0.0-5.0,,,causal_judgment,Turilin causes a decrease in Laurem,xy,prob_lower,A,prob_lower_A,Turilin is associated with lower probability of Laurem,"yx,neither,xy",joqfsas0uo
6,7644,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Efogen is associated with higher probability of Pneuben&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",1,html-button-response,6,68603,0.0-6.0,,,causal_judgment,"A third factor is causally related to Efogen and Pneuben, they are not directly related",neither,prob_increase,B,prob_increase_B,Efogen is associated with higher probability of Pneuben,"yx,neither,xy",joqfsas0uo
7,17742,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Rebosen is associated with a higher risk of Themaglin&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",1,html-button-response,7,86346,0.0-7.0,,,causal_judgment,"A third factor is causally related to Rebosen and Themaglin, they are not directly related",neither,risk_increase,B,risk_increase_B,Rebosen is associated with a higher risk of Themaglin,"yx,neither,xy",joqfsas0uo
8,34782,,"{""explain"":""Determine the relationship between two items based on sentence structure. ""}",survey-text,8,121141,0.0-8.0,,,screening,,,,,,,,joqfsas0uo
9,5553,,"{""comments"":""No ""}",survey-text,9,126695,0.0-9.0,,,comments,,,,,,,,joqfsas0uo
10,28111,,"{""age"":""54"",""gender"":""Female "",""native_language"":""English "",""education"":""Bachelors ""}",survey-text,10,154824,0.0-10.0,,,demographics,,,,,,,,joqfsas0uo
0,2409,"<div class=""consent-text""> <h2>Consent Agreement</h2> <p> Please read this consent agreement carefully before deciding whether to participate in this experiment. </p> <p> <strong>Description:</strong> You are invited to participate in a research study about language and language learning. The purpose of the research is to understand how people learn new words. This research will be conducted through the Prolific platform, including participants from the US, UK, and Canada. If you decide to participate in this research, you will learn and use new words. </p> <p> <strong>Time Involvement:</strong> The task will last the amount of time advertised on Prolific. You are free to withdraw from the study at any time. </p> <p> <strong>Risks and Benefits:</strong> Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confiden-tiality breach. This study advances our scientific understanding of how people learn new languages. We cannot and do not guarantee or promise that you will receive any benefits from this study. </p> <p> <strong>Compensation:</strong> You will receive payment in the amount advertised on Prolific. If you do not complete this study, you will receive prorated payment based on the time that you have spent. Additionally, you may be eligible for bonus payments as described in the instructions. </p> <p> <strong>Participant's Rights:</strong> If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and writ-ten data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. </p> <p> <strong>Contact Information:</strong> If you have any questions, concerns or complaints about this research, its procedures, risks and benefits, contact the Protocol Director, Robert Hawkins (<a href=""mailto:rdhawkins@stanford.edu"">rdhawkins@stanford.edu</a>, 217-549-6923). </p> <p> <strong>Independant Contact:</strong> If you are not satisfied with how this study is being conducted, or if you have any concerns, com-plaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at 650-723-2480 or toll free at 1-866-680-2906, or email at irbnonmed@stanford.edu. You can also write to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo Alto, CA 94306. Please save or print a copy of this page for your records. </p> <p> <strong>If you agree to participate in this research, please click ""I agree""</strong> </p></br> </div>",0,html-button-response,0,2411,0.0-0.0,agree,2026-05-29T00:45:06.452Z,,,,,,,,,owlqyqdv0y
1,3675,"
                <h2>Welcome!</h2>
                <p>You will be asked a few simple questions about the possible relationship
                between different things. The questions are unrelated to one another.</p>
                <p>For each question, you will read a statement and choose the most likely
                interpretation from the options presented.</p>
                <p>Please respond thoughtfully.</p>
            ",0,html-button-response,1,6087,0.0-1.0,,,,,,,,,,,owlqyqdv0y
2,4407,"
        <p>Before we begin, here is a practice question to familiarize you with the format.</p>
        <p>Suppose you read the following piece of information:</p>
        <p class=""trial-statement"">&ldquo;While Maria was typing her report, the phone rang.&rdquo;</p>
        <p class=""trial-question"">Which of the following is most likely?</p>
    ",1,html-button-response,2,10494,0.0-2.0,,,practice,Maria began her report first,correct,,,,,,owlqyqdv0y
3,12839,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Rebosen is associated with a higher risk of Themaglin&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",0,html-button-response,3,23334,0.0-3.0,,,causal_judgment,Rebosen causes an increase in Themaglin,xy,risk_increase,B,risk_increase_B,Rebosen is associated with a higher risk of Themaglin,"xy,neither,yx",owlqyqdv0y
4,10544,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Denoden is associated with Flembers&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",0,html-button-response,4,33879,0.0-4.0,,,causal_judgment,Denoden causes Flembers,xy,assoc,A,assoc_A,Denoden is associated with Flembers,"xy,neither,yx",owlqyqdv0y
5,6002,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Efogen is associated with higher probability of Pneuben&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",0,html-button-response,5,39882,0.0-5.0,,,causal_judgment,Efogen causes an increase in Pneuben,xy,prob_increase,B,prob_increase_B,Efogen is associated with higher probability of Pneuben,"xy,neither,yx",owlqyqdv0y
6,7243,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Laurem is associated with lower probability of Turilin&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",0,html-button-response,6,47126,0.0-6.0,,,causal_judgment,Laurem causes a decrease in Turilin,xy,prob_lower,B,prob_lower_B,Laurem is associated with lower probability of Turilin,"xy,neither,yx",owlqyqdv0y
7,3936,"
                    <p>Suppose you read the following piece of information:</p>
                    <p class=""trial-statement"">&ldquo;Agoriv is associated with a lower risk of Ceflar&rdquo;</p>
                    <p class=""trial-question"">Which of the following is most likely?</p>
                ",0,html-button-response,7,51063,0.0-7.0,,,causal_judgment,Agoriv causes a decrease in Ceflar,xy,risk_lower,A,risk_lower_A,Agoriv is associated with a lower risk of Ceflar,"xy,neither,yx",owlqyqdv0y
8,30341,,"{""explain"":""Decide based on evidence what the causal relationship between two things were.""}",survey-text,8,81407,0.0-8.0,,,screening,,,,,,,,owlqyqdv0y
9,1209,,"{""comments"":""""}",survey-text,9,82618,0.0-9.0,,,comments,,,,,,,,owlqyqdv0y
10,13120,,"{""age"":""27"",""gender"":""female"",""native_language"":""english"",""education"":""sophmore in college""}",survey-text,10,95739,0.0-10.0,,,demographics,,,,,,,,owlqyqdv0y
